iconCategory;magnitudeOfDelay;startTime;endTime;length;delay;roadNumbers;events;coordinates;date;time;site
6;2;2021-05-03T06:34:30Z;2021-05-03T07:09:30Z;873.4562832;102;['N101'];Queuing traffic;[[-8.4223388574, 41.5689423739], [-8.422320082, 41.5689223068], [-8.4222101114, 41.568809617], [-8.4220545433, 41.5686098227], [-8.4219325027, 41.5684153581], [-8.421729996, 41.5679915599], [-8.4215476058, 41.5676240737], [-8.4213504634, 41.5672445447], [-8.4211774609, 41.5669709965], [-8.42090924, 41.5666075179], [-8.4204559467, 41.5662038387], [-8.4200683675, 41.5658243014], [-8.4197397969, 41.565482327], [-8.4195989809, 41.5653442324], [-8.4195439956, 41.565286536], [-8.4193683109, 41.5650760068], [-8.4193133256, 41.5650115998], [-8.4192489526, 41.5649271245], [-8.4192221305, 41.5648788348], [-8.4191108189, 41.5647112006], [-8.4189981661, 41.5645113936], [-8.4189498863, 41.5644175104], [-8.4189244053, 41.5643665237], [-8.4188868544, 41.5642793507], [-8.4188291869, 41.56409566], [-8.4187889538, 41.5639669069], [-8.4187178752, 41.5637026893], [-8.4187044642, 41.5636088049], [-8.4186950765, 41.563415705], [-8.4186816654, 41.5630791115], [-8.4186736188, 41.5629127896], [-8.4186709366, 41.5628564709], [-8.4186709366, 41.5628390359], [-8.4186722777, 41.5627987724], [-8.418676301, 41.5627142941], [-8.4186789832, 41.5626419199], [-8.4187138519, 41.5624232916], [-8.4187648139, 41.5620745886], [-8.4187728605, 41.561976688], [-8.4187782249, 41.5619109609], [-8.4187876127, 41.5618157569]];03/05/2021;07:50:00;Braga
6;3;2021-05-03T06:12:30Z;2021-05-03T07:14:00Z;219.8303606;141;['N101'];Stationary traffic;[[-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];03/05/2021;07:55:01;Braga
6;3;2021-05-03T06:12:30Z;2021-05-03T07:19:00Z;255.5677965;186;['N101'];Stationary traffic;[[-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297], [-8.4186320446, 41.5600267359], [-8.4185381672, 41.5600347638], [-8.4184040568, 41.5600602903], [-8.4183571181, 41.56008174], [-8.4182873807, 41.5601179285]];03/05/2021;08:00:01;Braga
6;3;2021-05-03T06:33:30Z;2021-05-03T07:24:30Z;193.1212389;53;[];Stationary traffic;[[-8.404406949, 41.5536591752], [-8.4045504472, 41.5536189686], [-8.4047824583, 41.5535425071], [-8.405778899, 41.5531227513], [-8.4058995984, 41.5530811645], [-8.4059948168, 41.553044972], [-8.4061718426, 41.552971207], [-8.4064588389, 41.5528518405]];03/05/2021;08:05:02;Braga
6;2;2021-05-03T06:33:30Z;2021-05-03T07:29:30Z;193.1212389;50;[];Queuing traffic;[[-8.404406949, 41.5536591752], [-8.4045504472, 41.5536189686], [-8.4047824583, 41.5535425071], [-8.405778899, 41.5531227513], [-8.4058995984, 41.5530811645], [-8.4059948168, 41.553044972], [-8.4061718426, 41.552971207], [-8.4064588389, 41.5528518405]];03/05/2021;08:10:02;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T07:34:30Z;504.4732215;187;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:15:03;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T07:39:30Z;504.4732215;136;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:20:03;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T07:46:30Z;504.4732215;332;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:25:04;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T07:50:30Z;504.4732215;127;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:30:04;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T07:55:30Z;504.4732215;230;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:35:05;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T07:59:30Z;504.4732215;178;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:40:06;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T08:04:30Z;504.4732215;187;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:45:06;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T08:09:30Z;504.4732215;203;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:50:07;Braga
6;3;2021-05-03T06:51:00Z;2021-05-03T08:14:30Z;504.4732215;191;[];Stationary traffic;[[-8.4077328882, 41.5628806165], [-8.4076564453, 41.562922197], [-8.4075880489, 41.5629691083], [-8.4074539385, 41.5630656904], [-8.4072594783, 41.5632105005], [-8.4068625114, 41.5635028792], [-8.4066506169, 41.5636517647], [-8.4064776144, 41.5637697316], [-8.406446769, 41.5637925598], [-8.4062362156, 41.5639534859], [-8.4059264204, 41.5641707293], [-8.4056970916, 41.5643679034], [-8.405522748, 41.5645422489], [-8.4053081713, 41.5647863319], [-8.4051646731, 41.5649619933], [-8.4051096878, 41.5650357446], [-8.4046537123, 41.5656593662], [-8.4044753454, 41.5658685766], [-8.404354646, 41.5659919954], [-8.4041253171, 41.5661796944], [-8.4040274165, 41.5661622603], [-8.4039362214, 41.5661676535], [-8.4038235686, 41.5662132456]];03/05/2021;08:55:07;Braga
6;3;2021-05-03T06:50:30Z;2021-05-03T08:19:30Z;356.2516058;199;['N103'];Stationary traffic;[[-8.3943728051, 41.5603351848], [-8.3945069156, 41.5602587313], [-8.39473088, 41.5601299705], [-8.3949092469, 41.560028053], [-8.3953826568, 41.5597584882], [-8.3961752496, 41.5593079149], [-8.3968122742, 41.558940442], [-8.3971140227, 41.5587674611], [-8.3972320399, 41.558736603], [-8.3974238179, 41.5586065221], [-8.3974801443, 41.558579678], [-8.3975767038, 41.5585260524], [-8.3976209602, 41.5584992082], [-8.3977269075, 41.5584348575], [-8.3977939627, 41.5584321605]];03/05/2021;09:00:08;Braga
6;3;2021-05-03T06:50:30Z;2021-05-03T08:30:30Z;408.0754398;277;['N103'];Stationary traffic;[[-8.3938739142, 41.5606141549], [-8.3940844676, 41.5605001335], [-8.3942078493, 41.560430391], [-8.3943660996, 41.5603391988], [-8.3945069156, 41.5602587313], [-8.39473088, 41.5601299705], [-8.3949092469, 41.560028053], [-8.3953826568, 41.5597584882], [-8.3961752496, 41.5593079149], [-8.3968122742, 41.558940442], [-8.3971140227, 41.5587674611], [-8.3972320399, 41.558736603], [-8.3974238179, 41.5586065221], [-8.3974801443, 41.558579678], [-8.3975767038, 41.5585260524], [-8.3976209602, 41.5584992082], [-8.3977269075, 41.5584348575], [-8.3977939627, 41.5584321605]];03/05/2021;09:05:09;Braga
6;2;2021-05-03T06:50:30Z;2021-05-03T08:32:30Z;623.4229285;151;['N103'];Queuing traffic;[[-8.3914357862, 41.5611961748], [-8.3915015004, 41.5611854502], [-8.3915752611, 41.5611747255], [-8.3918126366, 41.5611385375], [-8.3920915863, 41.5611063008], [-8.3923088453, 41.5610781406], [-8.392433568, 41.5610620849], [-8.3927715263, 41.5610043848], [-8.3928131006, 41.560997674], [-8.3929619632, 41.5609641828], [-8.3930813215, 41.5609346428], [-8.3932409129, 41.5608837161], [-8.3934635363, 41.5608045663], [-8.3936593375, 41.5607281133], [-8.3938739142, 41.5606141549], [-8.3940844676, 41.5605001335], [-8.3942078493, 41.560430391], [-8.3943660996, 41.5603391988], [-8.3945069156, 41.5602587313], [-8.39473088, 41.5601299705], [-8.3949092469, 41.560028053], [-8.3953826568, 41.5597584882], [-8.3961752496, 41.5593079149], [-8.3968122742, 41.558940442], [-8.3971140227, 41.5587674611], [-8.3972320399, 41.558736603], [-8.3974238179, 41.5586065221], [-8.3974801443, 41.558579678], [-8.3975767038, 41.5585260524], [-8.3976209602, 41.5584992082], [-8.3977269075, 41.5584348575], [-8.3977939627, 41.5584321605]];03/05/2021;09:10:10;Braga
6;3;2021-05-03T08:00:00Z;2021-05-03T08:34:30Z;124.7175799;57;[];Stationary traffic;[[-8.4056608818, 41.5489116819], [-8.4056944094, 41.5487265674], [-8.4057426891, 41.548595149], [-8.4058244965, 41.5484824865], [-8.4059291027, 41.5483725212], [-8.4059639714, 41.5483457356], [-8.4059948168, 41.5483041457], [-8.40601091, 41.5481954974], [-8.406036391, 41.5481123801], [-8.4060632131, 41.5480345948], [-8.406126245, 41.5479621414], [-8.4061839125, 41.5478843559]];03/05/2021;09:15:10;Braga
6;3;2021-05-03T07:34:30Z;2021-05-03T08:39:30Z;235.9237707;140;[];Stationary traffic;[[-8.4103654764, 41.5596069595], [-8.4102984211, 41.5596753858], [-8.4101991794, 41.5597263135], [-8.4100731156, 41.5597651991], [-8.4099604628, 41.5598014506], [-8.4088245473, 41.5599771255], [-8.4087092123, 41.5599945613], [-8.4084047816, 41.560028053], [-8.4081472895, 41.5600521996], [-8.4080332956, 41.5600629245], [-8.407871022, 41.5600750291], [-8.4078683398, 41.5600495654], [-8.4078535876, 41.5600106172], [-8.40783213, 41.5599744286], [-8.4078012845, 41.559942254], [-8.4077825091, 41.5599288322]];03/05/2021;09:20:11;Braga
6;3;2021-05-03T07:35:30Z;2021-05-03T08:44:30Z;235.1726896;139;[];Stationary traffic;[[-8.4103426776, 41.559334696], [-8.4102796457, 41.5592260663], [-8.4102514825, 41.5591402662], [-8.4102488003, 41.5590759161], [-8.410244777, 41.558944456], [-8.4102340481, 41.5586494225], [-8.4102715991, 41.5585582277], [-8.4103507242, 41.5585113132], [-8.410463377, 41.5584468997], [-8.4105425022, 41.5583878801], [-8.4105693243, 41.558296685], [-8.4105720065, 41.5582577985], [-8.410578712, 41.558161272], [-8.4105371377, 41.5581076461], [-8.410476788, 41.5580848158], [-8.4102729402, 41.558086133], [-8.4101857684, 41.5580781048], [-8.4101562641, 41.5575819217]];03/05/2021;09:25:11;Braga
6;3;2021-05-03T07:04:30Z;2021-05-03T08:49:30Z;276.6302482;248;[];Stationary traffic;[[-8.409590318, 41.5541835516], [-8.4099846027, 41.5545040714], [-8.4106149218, 41.5549801439], [-8.4110373697, 41.5552886169], [-8.4111459992, 41.5553731049], [-8.4117119453, 41.5557902118], [-8.4119157932, 41.5559605035]];03/05/2021;09:30:11;Braga
6;3;2021-05-03T07:35:30Z;2021-05-03T08:54:30Z;235.1726896;121;[];Stationary traffic;[[-8.4103426776, 41.559334696], [-8.4102796457, 41.5592260663], [-8.4102514825, 41.5591402662], [-8.4102488003, 41.5590759161], [-8.410244777, 41.558944456], [-8.4102340481, 41.5586494225], [-8.4102715991, 41.5585582277], [-8.4103507242, 41.5585113132], [-8.410463377, 41.5584468997], [-8.4105425022, 41.5583878801], [-8.4105693243, 41.558296685], [-8.4105720065, 41.5582577985], [-8.410578712, 41.558161272], [-8.4105371377, 41.5581076461], [-8.410476788, 41.5580848158], [-8.4102729402, 41.558086133], [-8.4101857684, 41.5580781048], [-8.4101562641, 41.5575819217]];03/05/2021;09:35:12;Braga
6;3;2021-05-03T07:26:00Z;2021-05-03T09:01:30Z;448.4121835;273;[];Stationary traffic;[[-8.417406275, 41.5515160875], [-8.4175631843, 41.551368554], [-8.4177764199, 41.551171403], [-8.4178568861, 41.5510950013], [-8.4183852813, 41.5507999319], [-8.419047787, 41.5504097031], [-8.4191242299, 41.5503654172], [-8.4194219551, 41.5501951108], [-8.4196217797, 41.5500797538], [-8.4197089515, 41.5500288185], [-8.4203070841, 41.5496801113], [-8.4204774044, 41.5495969959], [-8.4206504068, 41.5494950618], [-8.420780494, 41.5494306394], [-8.4209642253, 41.549330085], [-8.4215355358, 41.5490028275], [-8.4215730867, 41.5489827541]];03/05/2021;09:40:12;Braga
6;3;2021-05-03T06:12:30Z;2021-05-03T09:04:30Z;295.1823661;206;['N101'];Stationary traffic;[[-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];03/05/2021;09:45:13;Braga
6;2;2021-05-03T07:26:00Z;2021-05-03T09:10:30Z;448.4121835;224;[];Queuing traffic;[[-8.417406275, 41.5515160875], [-8.4175631843, 41.551368554], [-8.4177764199, 41.551171403], [-8.4178568861, 41.5510950013], [-8.4183852813, 41.5507999319], [-8.419047787, 41.5504097031], [-8.4191242299, 41.5503654172], [-8.4194219551, 41.5501951108], [-8.4196217797, 41.5500797538], [-8.4197089515, 41.5500288185], [-8.4203070841, 41.5496801113], [-8.4204774044, 41.5495969959], [-8.4206504068, 41.5494950618], [-8.420780494, 41.5494306394], [-8.4209642253, 41.549330085], [-8.4215355358, 41.5490028275], [-8.4215730867, 41.5489827541]];03/05/2021;09:50:13;Braga
6;2;2021-05-03T07:26:00Z;2021-05-03T09:15:30Z;464.7509753;185;[];Queuing traffic;[[-8.4172869167, 41.5516327592], [-8.417406275, 41.5515160875], [-8.4175631843, 41.551368554], [-8.4177764199, 41.551171403], [-8.4178568861, 41.5510950013], [-8.4183852813, 41.5507999319], [-8.419047787, 41.5504097031], [-8.4191242299, 41.5503654172], [-8.4194219551, 41.5501951108], [-8.4196217797, 41.5500797538], [-8.4197089515, 41.5500288185], [-8.4203070841, 41.5496801113], [-8.4204774044, 41.5495969959], [-8.4206504068, 41.5494950618], [-8.420780494, 41.5494306394], [-8.4209642253, 41.549330085], [-8.4215355358, 41.5490028275], [-8.4215730867, 41.5489827541]];03/05/2021;09:55:13;Braga
6;3;2021-05-03T06:47:30Z;2021-05-03T09:19:30Z;269.472347;123;[];Stationary traffic;[[-8.4170401535, 41.5545121], [-8.4170482001, 41.5543833905], [-8.4170857511, 41.5536497665], [-8.4170924566, 41.5535263869], [-8.417123302, 41.5529134996], [-8.4171353719, 41.5525715197], [-8.4171434186, 41.5523394967], [-8.4171407363, 41.5520900978]];03/05/2021;10:00:14;Braga
6;3;2021-05-03T06:47:30Z;2021-05-03T09:24:30Z;269.472347;138;[];Stationary traffic;[[-8.4170401535, 41.5545121], [-8.4170482001, 41.5543833905], [-8.4170857511, 41.5536497665], [-8.4170924566, 41.5535263869], [-8.417123302, 41.5529134996], [-8.4171353719, 41.5525715197], [-8.4171434186, 41.5523394967], [-8.4171407363, 41.5520900978]];03/05/2021;10:05:14;Braga
6;3;2021-05-03T06:47:30Z;2021-05-03T09:29:30Z;269.472347;173;[];Stationary traffic;[[-8.4170401535, 41.5545121], [-8.4170482001, 41.5543833905], [-8.4170857511, 41.5536497665], [-8.4170924566, 41.5535263869], [-8.417123302, 41.5529134996], [-8.4171353719, 41.5525715197], [-8.4171434186, 41.5523394967], [-8.4171407363, 41.5520900978]];03/05/2021;10:10:15;Braga
6;2;2021-05-03T07:26:00Z;2021-05-03T09:35:30Z;464.7509753;231;[];Queuing traffic;[[-8.4172869167, 41.5516327592], [-8.417406275, 41.5515160875], [-8.4175631843, 41.551368554], [-8.4177764199, 41.551171403], [-8.4178568861, 41.5510950013], [-8.4183852813, 41.5507999319], [-8.419047787, 41.5504097031], [-8.4191242299, 41.5503654172], [-8.4194219551, 41.5501951108], [-8.4196217797, 41.5500797538], [-8.4197089515, 41.5500288185], [-8.4203070841, 41.5496801113], [-8.4204774044, 41.5495969959], [-8.4206504068, 41.5494950618], [-8.420780494, 41.5494306394], [-8.4209642253, 41.549330085], [-8.4215355358, 41.5490028275], [-8.4215730867, 41.5489827541]];03/05/2021;10:15:15;Braga
